bin name	MAG	prodigal_count	mag	domain	completion	redundancy	total_length	domain	phylum	class	order	family	genus	depth!d10	depth!d20	depth!d30	depth!d40	depth!d70	depth!d90	depth!d110	depth!d130	depth!d150	depth!d170	depth!d190	depth!d200	depth!d210	depth!d220	depth!d230	depth!d240	cluster_members	closest_cluster_member	furthest_cluster_member
s_SalMarSW160240MG_3_8917366_Bin_2_2_contigs	s_SalMarSW160240MG_3_8917366_Bin_2_2	2863	s_SalMarSW160240MG_3_8917366_Bin_2_2	ARCHAEA	76.32	3.95	2601231	Archaea	Asgardarchaeota	Lokiarchaeia	Thorarchaeales	Thorarchaeaceae	MP8T-1	0.625847509	0.664560742	1.715763237	0.549546877	0.03482413	0.055123119	0.007147805	0.002490093	0.005332566	0.003129387	0.008591267	0.004580931	0.012738189	0.033163259	0.00960557	0.062978915	3	98.9	98.63
s_SalMarSW160240MG_3_8917366_Bin_20_contigs	s_SalMarSW160240MG_3_8917366_Bin_20	3957	s_SalMarSW160240MG_3_8917366_Bin_20	BACTERIA	85.92	4.23	4048430	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	unknown	unknown	0.4026443	0.802114761	5.136675495	6.253850512	0.296721175	0.316800331	0.013441332	0.00970013	0.004658519	0.015183831	0.021339963	0.010298205	0.011655189	0.005356812	0.002389067	0.053638438	3	99.19	99.04
s_SalMarSW160240MG_3_8917366_Bin_3_1_contigs	s_SalMarSW160240MG_3_8917366_Bin_3_1	3240	s_SalMarSW160240MG_3_8917366_Bin_3_1	ARCHAEA	75	2.63	3214881	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	unknown	unknown	0.002187823	0.006940095	0.045648479	1.181256329	0.040454117	0.125970761	0.001192917	0.000910044	0.002526463	0.004056403	0.006530333	0.003181112	0.020272318	0.012082732	0.010102618	0.044734394	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_3_2_contigs	s_SalMarSW160240MG_3_8917366_Bin_3_2	3419	s_SalMarSW160240MG_3_8917366_Bin_3_2	ARCHAEA	85.53	1.32	3252116	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	unknown	unknown	0.010743528	0.068574957	0.623720301	1.353026704	0.462074367	0.440855635	0.030859054	0.030565674	0.048499842	0.062308101	0.091609735	0.020404864	0.044827338	0.086518015	0.036120498	0.115636994	4	99.83	99.69
s_SalMarSW160240MG_3_8917366_Bin_31_contigs	s_SalMarSW160240MG_3_8917366_Bin_31	3295	s_SalMarSW160240MG_3_8917366_Bin_31	BACTERIA	90.14	1.41	3095155	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	PALSA-555	unknown	0.035326028	0.00492442	0.050715952	0.48927304	0.009388969	0.023527786	0.00044694	0.000560089	0.000274791	0.00055524	0.000966619	0.000676471	0.015977493	0.182030594	0.166307687	0.077446672	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_32_contigs	s_SalMarSW160240MG_3_8917366_Bin_32	3410	s_SalMarSW160240MG_3_8917366_Bin_32	ARCHAEA	94.74	1.32	3288864	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unknown	0.00158005	0.00058676	0.061326126	0.351188836	0.00204477	0.007435527	0.000460679	0.000232764	0.000396023	0.000366119	0.000505939	0.000474419	0.007886508	0.063329678	0.038419854	0.019038182	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_4_1_contigs	s_SalMarSW160240MG_3_8917366_Bin_4_1	4292	s_SalMarSW160240MG_3_8917366_Bin_4_1	BACTERIA	87.32	1.41	5148480	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Ga0077529	unknown	0.001428106	0.000221449	0.014253582	0.316497252	0.0010337	0.003779996	0.000172149	0.000134163	0.000104259	0.000119615	0.000446132	9.86016E-05	0.000543117	0.001133918	0.001788568	0.002915212	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_41_contigs	s_SalMarSW160240MG_3_8917366_Bin_41	3488	s_SalMarSW160240MG_3_8917366_Bin_41	BACTERIA	92.96	2.82	3738744	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	unknown	unknown	0.003934364	0.007443609	0.173702804	0.418047156	0.097796579	0.079459114	0.006778453	0.0067437	0.007389459	0.00804815	0.001837868	0.002801254	0.005115158	0.002798021	0.000704759	0.002637996	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_50_contigs	s_SalMarSW160240MG_3_8917366_Bin_50	2376	s_SalMarSW160240MG_3_8917366_Bin_50	BACTERIA	92.96	2.82	2325935	Bacteria	Proteobacteria	Gammaproteobacteria	SZUA-140	SZUA-140	unknown	0.002452108	0.00427462	0.049333914	0.168074433	0.001142808	0.002524038	0.00023034	0.000106684	2.02052E-05	0.00019397	0.000101026	0.00016245	5.415E-05	5.09172E-05	2.50545E-05	0.000237614	1	0	0
s_SalMarSW160240MG_3_8917366_Bin_8_2_contigs	s_SalMarSW160240MG_3_8917366_Bin_8_2	2930	s_SalMarSW160240MG_3_8917366_Bin_8_2	BACTERIA	84.51	1.41	2910719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	0.020515589	0.012288825	0.304417754	0.35292487	0.007104161	0.016153683	0.001113713	0.000402488	0.001532365	0.000573021	0.000850236	0.000950454	0.012779408	0.103635892	0.12505021	0.074432051	1	0	0
s_SalMarSW160240MG_4_8867926_Bin_10_contigs	s_SalMarSW160240MG_4_8867926_Bin_10	4028	s_SalMarSW160240MG_4_8867926_Bin_10	BACTERIA	71.83	2.82	3928613	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	unknown	unknown	0.142391961	0.051975951	0.224127801	0.307672413	0.283540895	0.366830922	0.179820141	0.165326521	0.125220742	0.075520709	0.112886658	0.122361297	0.057580884	0.049096301	0.020477603	0.249954942	1	0	0
s_SalMarSW160240MG_4_8867926_Bin_14_2_contigs	s_SalMarSW160240MG_4_8867926_Bin_14_2	3614	s_SalMarSW160240MG_4_8867926_Bin_14_2	BACTERIA	94.37	0	3999019	Bacteria	Marinisomatota	UBA2242	UBA2242	UBA2242	unknown	0.027941418	0.000881757	0.407988989	0.002754378	0.114309106	0.239356083	0.095168281	0.143856436	0.322686521	0.351836212	0.42054129	0.441653338	0.928545393	0.617861591	0.238737803	1.635721404	12	99.95	99.7
s_SalMarSW160240MG_4_8867926_Bin_27_1_contigs	s_SalMarSW160240MG_4_8867926_Bin_27_1	2148	s_SalMarSW160240MG_4_8867926_Bin_27_1	BACTERIA	90.14	1.41	2152061	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	unknown	0.117976761	0.006049448	0.148830157	0.059175481	0.165947226	0.206946884	0.116232645	0.126985872	0.103310992	0.135487427	0.178487404	0.181309671	0.297261867	0.146967234	0.013907669	0.402677436	4	99.81	99.45
s_SalMarSW160240MG_4_8867926_Bin_31_2_contigs	s_SalMarSW160240MG_4_8867926_Bin_31_2	2358	s_SalMarSW160240MG_4_8867926_Bin_31_2	BACTERIA	97.18	0	2680251	Bacteria	Cloacimonadota	Cloacimonadia	JGIOTU-2	JGIOTU-2	unknown	0.070559111	0.000463912	0.128662098	0.000486542	0.045701821	0.054306827	0.064740003	0.070580125	0.096614168	0.165914089	0.165905199	0.105786537	0.182458137	0.071127282	0.001162205	0.488773566	5	99.65	99.07
s_SalMarSW160240MG_4_8867926_Bin_36_contigs	s_SalMarSW160240MG_4_8867926_Bin_36	2007	s_SalMarSW160240MG_4_8867926_Bin_36	ARCHAEA	89.47	1.32	1886734	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	unknown	0.041249395	0.028290564	0.030193089	0.012385002	0.03560486	0.026532709	0.01189846	0.008333448	0.003017854	0.002073057	0.00172876	0.015514389	0.005343073	0.002865911	0.00033864	0.104880535	1	0	0
s_SalMarSW160240MG_4_8867926_Bin_41_contigs	s_SalMarSW160240MG_4_8867926_Bin_41	3432	s_SalMarSW160240MG_4_8867926_Bin_41	BACTERIA	97.18	1.41	4131542	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	UBA9300	0.911344271	0.011428082	1.440252711	1.332919261	2.911439639	3.71892576	0.62141448	0.847755966	0.594470392	0.303080167	0.543513594	1.118779313	0.506456381	0.333779196	0.095221623	1.615083775	24	99.82	99.27
s_SalMarSW160240MG_4_8867926_Bin_55_3_contigs	s_SalMarSW160240MG_4_8867926_Bin_55_3	721	s_SalMarSW160240MG_4_8867926_Bin_55_3	BACTERIA	81.69	4.23	621723	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GWA2-38-27	unknown	0.02023999	0.000109108	0.041213025	0.008370625	0.074975168	0.082737211	0.032215229	0.030058927	0.066190739	0.067041784	0.081941933	0.067501655	0.08718398	0.069270825	0.020206045	0.097219517	6	99.81	98.99
s_SalMarSW160240MG_4_8867926_Bin_58_2_contigs	s_SalMarSW160240MG_4_8867926_Bin_58_2	790	s_SalMarSW160240MG_4_8867926_Bin_58_2	BACTERIA	78.87	1.41	777445	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	GCA-002787255	unknown	0.004081458	8.8903E-05	0.015537827	0.006552962	0.089935933	0.065710663	0.037062062	0.003425192	0.004082266	0.004774902	0.004179251	0.025443242	0.003963459	0.016284613	0.002448066	0.084622764	2	99.23	99.23
s_SalMarSW160240MG_4_8867926_Bin_6_3_contigs	s_SalMarSW160240MG_4_8867926_Bin_6_3	1425	s_SalMarSW160240MG_4_8867926_Bin_6_3	BACTERIA	80.28	2.82	1414010	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	RBG-13-51-36	0.708162835	0.001496804	0.421388294	0.219970371	0.800435302	1.179863784	0.687604411	0.574149582	0.752134279	0.362905448	0.569797374	0.560475486	0.613815694	0.472691814	0.03857018	1.308944535	3	99.24	98.64
s_SalMarSW160240MG_4_8867926_Bin_60_1_contigs	s_SalMarSW160240MG_4_8867926_Bin_60_1	2495	s_SalMarSW160240MG_4_8867926_Bin_60_1	ARCHAEA	76.32	1.32	2274376	Archaea	Crenarchaeota	Bathyarchaeia	B26-1	UBA233	JdFR-07	0.413870329	0.001862923	0.895441133	0.004364331	0.494684002	0.656906999	0.642874058	0.269212958	0.195210874	0.11493466	0.402582876	0.350205245	0.133254344	0.158759011	0.002660626	0.794815013	3	98.36	97.96
s_SalMarSW160270MG_2_8917367_Bin_21_2_contigs	s_SalMarSW160270MG_2_8917367_Bin_21_2	1439	s_SalMarSW160270MG_2_8917367_Bin_21_2	ARCHAEA	72.37	1.32	1281145	Archaea	Crenarchaeota	Bathyarchaeia	B26-1	UBA233	SG8-32-3	0.024179203	0.007935809	0.049586884	0.075423724	0.649779399	0.500771436	0.215228606	0.057751416	0.053683698	0.04046624	0.026299136	0.051974335	0.030543852	0.060350617	0.005397223	0.026591708	3	99.21	98.84
s_SalMarSW160270MG_2_8917367_Bin_22_contigs	s_SalMarSW160270MG_2_8917367_Bin_22	4920	s_SalMarSW160270MG_2_8917367_Bin_22	BACTERIA	90.14	4.23	5094838	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	BuS5	S5133MH16	0.211590855	0.538290944	0.656801123	1.07929828	0.688439291	0.696752534	0.112440526	0.099172151	0.063966547	0.052451986	0.06033607	0.080740934	0.060699764	0.050120302	0.008929906	0.061637287	1	0	0
s_SalMarSW160270MG_2_8917367_Bin_28_2_contigs	s_SalMarSW160270MG_2_8917367_Bin_28_2	2552	s_SalMarSW160270MG_2_8917367_Bin_28_2	BACTERIA	98.59	2.82	2513120	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA5794	unknown	0.122716909	0.078834368	0.264165689	0.458001799	2.354863764	1.00737087	0.256014089	0.052595848	0.00600338	0.008457104	0.009762362	0.04959739	0.008061081	0.073635965	0.000506747	0.012405207	8	99.88	99.31
s_SalMarSW160270MG_2_8917367_Bin_29_1_contigs	s_SalMarSW160270MG_2_8917367_Bin_29_1	1685	s_SalMarSW160270MG_2_8917367_Bin_29_1	BACTERIA	77.46	1.41	1578288	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA11373	unknown	0.002039921	0.00067243	0.003020279	0.006144817	0.198237618	0.042468983	0.015246063	0.001060371	0.00060939	0.000550391	0.000610198	0.001055522	0.000319243	0.004077417	6.14239E-05	0.000691019	1	0	0
s_SalMarSW160270MG_2_8917367_Bin_34_contigs	s_SalMarSW160270MG_2_8917367_Bin_34	2859	s_SalMarSW160270MG_2_8917367_Bin_34	BACTERIA	87.32	2.82	3123975	Bacteria	Zixibacteria	MSB-5A5	GN15	PGXB01	unknown	0.035819844	0.002400382	0.009857731	0.291574497	0.641308556	0.442180291	0.102305579	0.020320002	0.013846245	0.002838432	0.001576008	0.005652617	0.001015919	0.029995886	0.000111533	0.006940095	3	99	98.97
s_SalMarSW160270MG_2_8917367_Bin_43_contigs	s_SalMarSW160270MG_2_8917367_Bin_43	2038	s_SalMarSW160270MG_2_8917367_Bin_43	BACTERIA	81.69	2.82	2253889	Bacteria	AABM5-125-24	unknown	unknown	unknown	unknown	0.03644459	0.000362886	0.012237908	0.087171049	0.379464852	0.252861264	0.120246213	0.016733169	0.016235312	0.002285616	0.001277779	0.00742987	0.000527761	0.036567437	6.06157E-05	0.002298548	1	0	0
s_SalMarSW160270MG_2_8917367_Bin_46_contigs	s_SalMarSW160270MG_2_8917367_Bin_46	4553	s_SalMarSW160270MG_2_8917367_Bin_46	BACTERIA	92.96	0	5562280	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	1.07483858	0.01308572	0.028102251	0.124218562	1.854165875	2.714103983	1.128887589	0.742270891	0.540600807	0.110626096	0.04576082	0.292866824	0.022174035	0.336868172	0.011740051	0.037846025	10	99.9	99.37
s_SalMarSW160270MG_2_8917367_Bin_48_1_contigs	s_SalMarSW160270MG_2_8917367_Bin_48_1	1663	s_SalMarSW160270MG_2_8917367_Bin_48_1	BACTERIA	92.96	2.82	1780231	Bacteria	Omnitrophota	koll11	UBA1572	UBA1572	unknown	0.143512947	0.006061571	0.103337663	0.125627272	0.298995476	0.373630388	0.070660946	0.09019456	0.070043474	0.019666969	0.026363793	0.042802773	0.00733046	0.021432907	0.002597585	0.004993926	4	99.78	99.07
s_SalMarSW160270MG_2_8917367_Bin_49_contigs	s_SalMarSW160270MG_2_8917367_Bin_49	3281	s_SalMarSW160270MG_2_8917367_Bin_49	BACTERIA	94.37	1.41	3959335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	unknown	0.054976833	0.144466634	0.361529068	0.433438697	0.595884759	0.488374311	0.12830002	0.037498495	0.014267322	0.00421158	0.005252553	0.01274223	0.004614068	0.03913027	0.000918126	0.028185497	1	0	0
s_SalMarSW160270MG_2_8917367_Bin_56_2_contigs	s_SalMarSW160270MG_2_8917367_Bin_56_2	627	s_SalMarSW160270MG_2_8917367_Bin_56_2	BACTERIA	71.83	4.23	515725	Bacteria	Patescibacteria	Microgenomatia	Shapirobacterales	PFEM01	unknown	0.037937352	0.000223874	0.022187775	0.072844728	0.154798784	0.189185672	0.055065736	0.021383606	0.031532292	0.017836375	0.017412873	0.037643164	0.025352723	0.021077295	0.000756484	0.013189979	1	0	0
s_SalMarSW160270MG_2_8917367_Bin_58_contigs	s_SalMarSW160270MG_2_8917367_Bin_58	1737	s_SalMarSW160270MG_2_8917367_Bin_58	BACTERIA	83.1	1.41	1640123	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	unknown	0.028981583	0.006774412	0.073480788	0.202219666	0.247422014	0.244962632	0.031265583	0.02395452	0.017370846	0.009988661	0.007713551	0.028329358	0.005378634	0.008015822	0.002152262	0.009123068	1	0	0
s_SalMarSW160290MG_2_8930515_Bin_13_2_contigs	s_SalMarSW160290MG_2_8930515_Bin_13_2	1491	s_SalMarSW160290MG_2_8930515_Bin_13_2	ARCHAEA	71.05	2.63	1345512	Archaea	Crenarchaeota	Bathyarchaeia	B26-1	UBA233	SG8-32-3	0.034535599	0.00557907	0.029197375	0.027243125	0.514241863	0.498691913	0.278235	0.051158851	0.033653034	0.01955382	0.010762117	0.034150891	0.017960839	0.077730354	0.002850555	0.019136784	2	99.4	99.4
s_SalMarSW160290MG_2_8930515_Bin_24_contigs	s_SalMarSW160290MG_2_8930515_Bin_24	3835	s_SalMarSW160290MG_2_8930515_Bin_24	BACTERIA	92.96	2.82	4660871	Bacteria	UBP3	UBA1439	unknown	unknown	unknown	0.595371546	0.000185888	0.135964271	0.036165757	0.412178747	0.518931094	0.434663942	0.396071132	0.26867469	0.264564137	0.518625591	0.543091708	0.394734354	0.193872479	0.100529943	0.483052252	10	99.93	99.25
s_SalMarSW160290MG_2_8930515_Bin_40_1_contigs	s_SalMarSW160290MG_2_8930515_Bin_40_1	2469	s_SalMarSW160290MG_2_8930515_Bin_40_1	BACTERIA	92.96	1.41	2936847	Bacteria	Zixibacteria	MSB-5A5	GN15	12-Feb	unknown	0.485421922	0.000189929	0.004005486	0.003624819	0.388581455	0.830026275	0.183931503	0.278683556	0.292613854	0.05352448	0.11600473	0.090931647	0.014672235	0.062672603	0.000265093	0.018461121	7	99.97	99.5
s_SalMarSW160290MG_2_8930515_Bin_5_2_contigs	s_SalMarSW160290MG_2_8930515_Bin_5_2	2883	s_SalMarSW160290MG_2_8930515_Bin_5_2	BACTERIA	87.32	2.82	3233764	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.596536176	0.023973917	0.190604888	0.307439649	0.671609137	0.836122599	0.311240658	0.386097019	0.195340996	0.108206316	0.134886927	0.16818839	0.07953751	0.163396516	0.003119689	0.077956652	7	99.58	98.74
s_SalMarSW160290MG_2_8930515_Bin_52_1_contigs	s_SalMarSW160290MG_2_8930515_Bin_52_1	766	s_SalMarSW160290MG_2_8930515_Bin_52_1	BACTERIA	77.46	0	703754	Bacteria	Patescibacteria	Microgenomatia	Shapirobacterales	unknown	unknown	0.005300238	2.99038E-05	0.000202861	0.006212706	0.08594742	0.116617352	0.000380667	0.002249247	0.027941418	0.005787588	0.000756484	0.036598149	0.000167299	0.000104259	1.61642E-05	0.000467953	2	99.82	99.82
s_SalMarSW160310MG_2_8856069_Bin_1_2_contigs	s_SalMarSW160310MG_2_8856069_Bin_1_2	2514	s_SalMarSW160310MG_2_8856069_Bin_1_2	BACTERIA	83.1	2.82	2516584	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	unknown	0.245257629	0.022980628	0.00997088	0.004880777	0.006367882	0.006443046	0.000395214	0.000587568	0.000109108	0.000534226	0.000804168	0.001091083	0.000897113	0.000366927	6.22321E-05	0.023619922	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_10_1_contigs	s_SalMarSW160310MG_2_8856069_Bin_10_1	3491	s_SalMarSW160310MG_2_8856069_Bin_10_1	BACTERIA	98.59	5.63	3378514	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	SG8-39	0.762437333	0.141139236	0.012822243	0.020296564	0.045393085	0.074724623	0.000950454	0.001135534	0.00030227	0.001323039	0.002541819	0.001573584	0.001567118	0.000730621	0.000429967	0.024520267	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_10_2_contigs	s_SalMarSW160310MG_2_8856069_Bin_10_2	3485	s_SalMarSW160310MG_2_8856069_Bin_10_2	BACTERIA	88.73	1.41	3186201	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	SG8-39	1.123685144	0.2754588	0.007158311	0.009451202	0.023599716	0.038469962	0.000826798	0.000766183	0.000345105	0.00111937	0.00244645	0.001610761	0.000963386	0.00050998	0.000244079	0.01983346	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_17_contigs	s_SalMarSW160310MG_2_8856069_Bin_17	3025	s_SalMarSW160310MG_2_8856069_Bin_17	BACTERIA	81.69	2.82	3056266	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	unknown	0.298993052	0.01873672	0.006072886	0.011524259	0.004831476	0.044681052	0.000328941	0.00030227	0.001829786	0.000417036	0.000630403	0.000895496	0.00477571	0.000417844	0.000100218	0.025123191	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_24_contigs	s_SalMarSW160310MG_2_8856069_Bin_24	2635	s_SalMarSW160310MG_2_8856069_Bin_24	BACTERIA	77.46	1.41	2587693	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	unknown	0.615389278	0.253134438	0.065182094	0.033132547	0.03382195	0.058305039	0.001213931	0.001723103	0.000706375	0.001369915	0.004896133	0.006599839	0.003306385	0.001072494	0.000147094	0.072717839	2	98.64	98.64
s_SalMarSW160310MG_2_8856069_Bin_25_contigs	s_SalMarSW160310MG_2_8856069_Bin_25	2702	s_SalMarSW160310MG_2_8856069_Bin_25	BACTERIA	50.7	4.23	2679870	Bacteria	Proteobacteria	Gammaproteobacteria	21-64-14	unknown	unknown	0.476781354	0.067682694	0.056120449	0.013004899	0.010572188	0.013842204	0.000366119	0.000368544	5.81911E-05	0.000484117	0.000585144	0.000611815	0.000603732	0.000196395	7.27389E-05	0.008664814	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_37_1_contigs	s_SalMarSW160310MG_2_8856069_Bin_37_1	3533	s_SalMarSW160310MG_2_8856069_Bin_37_1	BACTERIA	98.59	5.63	3392660	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	SG8-39	0.743436329	0.047914698	0.008841812	0.01075646	0.03811435	0.064592909	0.000863168	0.000855086	0.000383899	0.001049864	0.003143127	0.001827362	0.005232348	0.00078073	0.000231148	0.04788237	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_40_contigs	s_SalMarSW160310MG_2_8856069_Bin_40	3013	s_SalMarSW160310MG_2_8856069_Bin_40	BACTERIA	97.18	1.41	3254522	Bacteria	Gemmatimonadota	Gemmatimonadetes	unknown	unknown	unknown	1.17121271	0.240189347	0.040572924	0.102539152	0.040152655	0.125742037	0.000554432	0.000882565	0.000580294	0.000783963	0.002688105	0.00185969	0.000753251	0.000423502	0.000113958	0.016066396	2	99.64	99.64
s_SalMarSW160310MG_2_8856069_Bin_44_contigs	s_SalMarSW160310MG_2_8856069_Bin_44	2154	s_SalMarSW160310MG_2_8856069_Bin_44	BACTERIA	95.77	9.86	2077488	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	unknown	0.645048141	0.203393995	0.061422303	0.040905098	0.044025594	0.046428401	0.003991747	0.003432466	0.002012442	0.002590311	0.00366523	0.004326345	0.002817418	0.002065783	0.000751635	0.0418111	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_6_1_contigs	s_SalMarSW160310MG_2_8856069_Bin_6_1	2873	s_SalMarSW160310MG_2_8856069_Bin_6_1	BACTERIA	77.46	7.04	2879731	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077554	Ga007554	unknown	1.089050944	0.059683036	0.019451177	0.017083932	0.023690236	0.022061694	0.001321422	0.001054713	0.000184272	0.001082192	0.001523475	0.001360217	0.00095692	0.000519679	0.000250545	0.024753031	1	0	0
s_SalMarSW160310MG_2_8856069_Bin_8_contigs	s_SalMarSW160310MG_2_8856069_Bin_8	4668	s_SalMarSW160310MG_2_8856069_Bin_8	BACTERIA	91.55	9.86	4583579	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiosymbion	1.546402134	0.26196251	0.031495115	0.024516226	0.044028827	0.063146214	0.001763513	0.002588695	0.00110159	0.002634763	0.004170361	0.005704342	0.011054689	0.001509735	0.001045015	0.030463031	2	98.86	98.86
s_SalMarSW160320MG_2_8858882_Bin_11_contigs	s_SalMarSW160320MG_2_8858882_Bin_11	2964	s_SalMarSW160320MG_2_8858882_Bin_11	BACTERIA	78.87	4.23	2924603	Bacteria	Chloroflexota_A	Ellin6529	CSP1-4	CSP1-4	unknown	0.944636035	0.957257842	0.202677921	0.063037914	0.026512503	0.038946806	0.001817663	0.001330313	0.000453406	0.00119615	0.00232441	0.003398521	0.000957728	0.000713649	0.000174573	0.025926552	4	99.46	99.17
s_SalMarSW160320MG_2_8858882_Bin_22_contigs	s_SalMarSW160320MG_2_8858882_Bin_22	2366	s_SalMarSW160320MG_2_8858882_Bin_22	ARCHAEA	86.84	2.63	2332952	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SM1-50	0.009653254	0.445054283	0.143810368	0.013556097	0.018922608	0.023691044	0.00121878	0.001238985	0.005405305	0.003202934	0.006035708	0.003652299	0.003289413	0.001530749	0.000813867	0.002907938	2	99.15	99.15
s_SalMarSW160330MG_2_8858939_Bin_11_contigs	s_SalMarSW160330MG_2_8858939_Bin_11	3347	s_SalMarSW160330MG_2_8858939_Bin_11	BACTERIA	94.37	1.41	3719916	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SM23-62	SM23-62	0.017140506	0.440413545	0.885887289	0.514863376	0.041291422	0.06897098	0.002428669	0.004242292	0.00105633	0.00160672	0.001795841	0.002649311	0.001322231	0.000918934	0.000242463	0.010113933	3	99.08	99.07
s_SalMarSW160330MG_2_8858939_Bin_14_contigs	s_SalMarSW160330MG_2_8858939_Bin_14	3093	s_SalMarSW160330MG_2_8858939_Bin_14	BACTERIA	76.06	4.23	3221732	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	RBG-16-64-43	FEN-1073	0.000820333	0.384215507	0.639916011	0.034271314	0.016193285	0.01274223	0.000197203	0.000129314	5.415E-05	0.000268326	0.000906003	0.000110725	0.00028449	0.000281257	0.000178614	0.003278098	2	99.02	99.02
s_SalMarSW160330MG_2_8858939_Bin_24_contigs	s_SalMarSW160330MG_2_8858939_Bin_24	3732	s_SalMarSW160330MG_2_8858939_Bin_24	BACTERIA	90.14	0	4094746	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	unknown	0.001542872	0.006387279	0.487949193	0.383685322	0.037021651	0.042382505	0.002340575	0.002900664	0.001664912	0.005115158	0.006913424	0.0095692	0.00143538	0.002842473	0.000383899	0.003292645	1	0	0
s_SalMarSW160340MG_2_8858886_Bin_23_contigs	s_SalMarSW160340MG_2_8858886_Bin_23	4017	s_SalMarSW160340MG_2_8858886_Bin_23	BACTERIA	94.37	0	4504887	Bacteria	Gemmatimonadota	Gemmatimonadetes	unknown	unknown	unknown	0.014093557	0.003329823	0.267987712	3.002908746	0.040670717	0.236863565	0.00249171	0.003333864	0.002216919	0.001865347	0.011087017	0.005756068	0.004707012	0.003029977	0.000316818	0.053634397	3	99.87	99.22
s_SalMarSW160340MG_2_8858886_Bin_32_contigs	s_SalMarSW160340MG_2_8858886_Bin_32	2197	s_SalMarSW160340MG_2_8858886_Bin_32	BACTERIA	88.73	0	2361701	Bacteria	WOR-3	WOR-3	SM23-42	SM23-42	DG-78	0.00642769	0.001507311	0.234503594	0.915508166	0.069849503	0.077196936	0.004214812	0.003321741	0.003194852	0.00528569	0.013644192	0.00273094	0.003357302	0.004480713	0.001584899	0.005310744	5	99.75	99.6
s_SalMarSW160340MG_2_8858886_Bin_34_contigs	s_SalMarSW160340MG_2_8858886_Bin_34	2520	s_SalMarSW160340MG_2_8858886_Bin_34	BACTERIA	98.59	2.82	2469188	Bacteria	Actinobacteriota	Acidimicrobiia	UBA5794	UBA4744	BMS3Bbin01	0.701233247	0.30373805	0.369171496	0.746229501	0.072048641	0.137080408	0.003314467	0.00170613	0.000358845	0.001914648	0.001315765	0.003163332	0.000978742	0.000724964	0.000574637	0.01462455	3	99.67	99.56
